level	kind	chapter_num	section	title	page_a_print	page_a_print_end	page_a_pdf	page_b	page_b_end
4	subheading	10	10.3	Many Natural Pigments Are Lipidic Conjugated Dienes	360	360	396	1339	1339
4	subheading	10	10.3	Polyketides Are Natural Products with Potent Biological Activities	360	360	396	1340	1342
3	section	10	10.4	10.4 Working with Lipids	361	363	397	1343	1354
4	subheading	10	10.4	Lipid Extraction Requires Organic Solvents	361	361	397	1345	1345
4	subheading	10	10.4	Adsorption Chromatography Separates Lipids of Different Polarity	362	362	398	1346	1346
4	subheading	10	10.4	Gas Chromatography Resolves Mixtures of Volatile Lipid Derivatives	362	362	398	1347	1347
4	subheading	10	10.4	Specific Hydrolysis Aids in Determination of Lipid Structure	362	362	398	1348	1348
4	subheading	10	10.4	Mass Spectrometry Reveals Complete Lipid Structure	362	362	398	1349	1350
4	subheading	10	10.4	Lipidomics Seeks to Catalog All Lipids and Their Functions	363	363	399	1351	1354
3	subheading	10	10.4	Chapter Review	364	366	400	1355	1366
4	subheading	10	10.4	Key Terms	364	364	400	1355	1355
4	subheading	10	10.4	Problems	364	366	400	1356	1366
2	chapter	11		Chapter 11 Biological Membranes and Transport	367	407	403	1367	1514
3	section	11	11.1	11.1 The Composition and Architecture of Membranes	367	376	403	1370	1402
4	subheading	11	11.1	The Lipid Bilayer Is Stable in Water	367	368	403	1370	1373
4	subheading	11	11.1	Bilayer Architecture Underlies the Structure and Function of Biological Membranes	369	369	405	1374	1376
4	subheading	11	11.1	The Endomembrane System Is Dynamic and Functionally Differentiated	369	371	405	1377	1383
4	subheading	11	11.1	Membrane Proteins Are Receptors, Transporters, and Enzymes	371	371	407	1384	1386
4	subheading	11	11.1	Membrane Proteins Differ in the Nature of Their Association with the Membrane Bilayer	371	372	407	1387	1391
4	subheading	11	11.1	The Topology of an Integral Membrane Protein Can Often Be Predicted from Its Sequence	372	375	408	1392	1397
4	subheading	11	11.1	Covalently Attached Lipids Anchor or Direct Some Membrane Proteins	375	376	411	1398	1402
3	section	11	11.2	11.2 Membrane Dynamics	377	384	413	1403	1431
4	subheading	11	11.2	Acyl Groups in the Bilayer Interior Are Ordered to Varying Degrees	377	377	413	1403	1405
4	subheading	11	11.2	Transbilayer Movement of Lipids Requires Catalysis	377	378	413	1406	1409
4	subheading	11	11.2	Lipids and Proteins Diffuse Laterally in the Bilayer	378	379	414	1410	1414
4	subheading	11	11.2	Sphingolipids and Cholesterol Cluster Together in Membrane Rafts	379	381	415	1415	1420
4	subheading	11	11.2	Membrane Curvature and Fusion Are Central to Many Biological Processes	382	384	418	1421	1428
4	subheading	11	11.2	Integral Proteins of the Plasma Membrane Are Involved in Surface Adhesion, Signaling, and Other Cellular Processes	384	384	420	1429	1431
3	section	11	11.3	11.3 Solute Transport across Membranes	385	403	421	1432	1495
4	subheading	11	11.3	Transport May Be Passive or Active	385	385	421	1433	1434
4	subheading	11	11.3	Transporters and Ion Channels Share Some Structural Properties but Have Different Mechanisms	385	386	421	1435	1440
4	subheading	11	11.3	The Glucose Transporter of Erythrocytes Mediates Passive Transport	387	389	423	1441	1450
4	subheading	11	11.3	The Chloride-Bicarbonate Exchanger Catalyzes Electroneutral Cotransport of Anions across the Plasma Membrane	389	390	425	1451	1453
4	subheading	11	11.3	Active Transport Results in Solute Movement against a Concentration or Electrochemical Gradient	390	392	426	1454	1459
4	subheading	11	11.3	P-Type ATPases Undergo Phosphorylation during Their Catalytic Cycles	392	394	428	1460	1467
4	subheading	11	11.3	V-Type and F-Type ATPases Are ATP-Driven Proton Pumps	394	395	430	1468	1469
4	subheading	11	11.3	ABC Transporters Use ATP to Drive the Active Transport of a Wide Variety of Substrates	395	398	431	1470	1476
4	subheading	11	11.3	Ion Gradients Provide the Energy for Secondary Active Transport	398	400	434	1477	1482
4	subheading	11	11.3	Aquaporins Form Hydrophilic Transmembrane Channels for the Passage of Water	400	400	436	1483	1485
4	subheading	11	11.3	Ion-Selective Channels Allow Rapid Movement of Ions across Membranes	400	401	436	1486	1489
4	subheading	11	11.3	The Structure of a K[+] Channel Reveals the Basis for Its Specificity	402	403	438	1490	1495
3	subheading	11	11.3	Chapter Review	403	407	439	1496	1514
4	subheading	11	11.3	Key Terms	403	403	439	1496	1497
4	subheading	11	11.3	Problems	403	407	439	1498	1514
2	chapter	12		Chapter 12 Biochemical Signaling	407	461	443	1515	1688
3	section	12	12.1	12.1 General Features of Signal Transduction	408	411	444	1519	1527
4	subheading	12	12.1	Signal-Transducing Systems Share Common Features	408	409	444	1520	1523
4	subheading	12	12.1	The General Process of Signal Transduction in Animals Is Universal	410	411	446	1524	1527
3	section	12	12.2	12.2 G Protein–Coupled Receptors and Second Messengers	412	428	448	1528	1580
4	subheading	12	12.2	The β-Adrenergic Receptor System Acts through the Second Messenger cAMP	412	414	448	1529	1534
4	subheading	12	12.2	Cyclic AMP Activates Protein Kinase A	414	416	450	1535	1544
4	subheading	12	12.2	Several Mechanisms Cause Termination of the β-Adrenergic Response	416	417	452	1545	1546
4	subheading	12	12.2	The β-Adrenergic Receptor Is Desensitized by Phosphorylation and by Association with Arrestin	418	419	454	1547	1550
4	subheading	12	12.2	Cyclic AMP Acts as a Second Messenger for Many Regulatory Molecules	419	421	455	1551	1560
4	subheading	12	12.2	G Proteins Act as Self-Limiting Switches in Many Processes	421	424	457	1561	1567
4	subheading	12	12.2	Diacylglycerol, Inositol Trisphosphate, and Ca2+ Have Related Roles as Second Messengers	424	425	460	1568	1572
4	subheading	12	12.2	Calcium Is a Second Messenger That Is Limited in Space and Time	426	428	462	1573	1580
3	section	12	12.3	12.3 GPCRs in Vision, Olfaction, and Gustation	429	432	465	1581	1593
4	subheading	12	12.3	The Vertebrate Eye Uses Classic GPCR Mechanisms	429	430	465	1581	1587
4	subheading	12	12.3	Vertebrate Olfaction and Gustation Use Mechanisms Similar to the Visual System	431	431	467	1588	1588
4	subheading	12	12.3	All GPCR Systems Share Universal Features	431	432	467	1589	1593
3	section	12	12.4	12.4 Receptor Tyrosine Kinases	433	438	469	1594	1610
4	subheading	12	12.4	Stimulation of the Insulin Receptor Initiates a Cascade of Protein Phosphorylation Reactions	433	434	469	1596	1599
4	subheading	12	12.4	The Membrane Phospholipid PIP3 Functions at a Branch in Insulin Signaling	434	438	470	1600	1606
4	subheading	12	12.4	Cross Talk among Signaling Systems Is Common and Complex	438	438	474	1607	1610
3	section	12	12.5	12.5 Multivalent Adaptor Proteins and Membrane Rafts	438	442	474	1611	1622
4	subheading	12	12.5	Protein Modules Bind Phosphorylated Tyr, Ser, or Thr Residues in Partner Proteins	439	441	475	1612	1619
4	subheading	12	12.5	Membrane Rafts and Caveolae Segregate Signaling Proteins	441	442	477	1620	1622
3	section	12	12.6	12.6 Gated Ion Channels	442	445	478	1623	1632
4	subheading	12	12.6	Ion Channels Underlie Rapid Electrical Signaling in Excitable Cells	442	443	478	1623	1626
4	subheading	12	12.6	Voltage-Gated Ion Channels Produce Neuronal Action Potentials	444	444	480	1627	1629
4	subheading	12	12.6	Neurons Have Receptor Channels That Respond to Different Neurotransmitters	444	444	480	1630	1630
4	subheading	12	12.6	Toxins Target Ion Channels	445	445	481	1631	1632
3	section	12	12.7	12.7 Regulation of Transcription by Nuclear Hormone Receptors	446	446	482	1633	1637
3	section	12	12.8	12.8 Regulation of the Cell Cycle by Protein Kinases	446	450	482	1638	1653
4	subheading	12	12.8	The Cell Cycle Has Four Stages	446	447	482	1638	1640
4	subheading	12	12.8	Levels of Cyclin-Dependent Protein Kinases Oscillate	447	447	483	1641	1641
4	subheading	12	12.8	CDKs Are Regulated by Phosphorylation, Cyclin Degradation, Growth Factors, and Specific Inhibitors	447	449	483	1642	1648
4	subheading	12	12.8	CDKs Regulate Cell Division by Phosphorylating Critical Proteins	449	450	485	1649	1653
3	section	12	12.9	12.9 Oncogenes, Tumor Suppressor Genes, and Programmed Cell Death	451	456	487	1654	1671
4	subheading	12	12.9	Oncogenes Are Mutant Forms of the Genes for Proteins That Regulate the Cell Cycle	451	453	487	1655	1661
4	subheading	12	12.9	Defects in Certain Genes Remove Normal Restraints on Cell Division	453	454	489	1662	1666
4	subheading	12	12.9	Apoptosis Is Programmed Cell Suicide	455	456	491	1667	1671
3	subheading	12	12.9	Chapter Review	456	461	492	1672	1688
4	subheading	12	12.9	Key Terms	456	456	492	1672	1673
4	subheading	12	12.9	Problems	457	461	493	1674	1688
1	subheading	12	12.9	Part II Bioenergetics and Metabolism	461	883	497	1689	3087
2	chapter	13		Chapter 13 Introduction to Metabolism	464	510	500	1700	1865
3	section	13	13.1	13.1 Bioenergetics and Thermodynamics	466	471	502	1705	1727
4	subheading	13	13.1	Biological Energy Transformations Obey the Laws of Thermodynamics	466	467	502	1705	1709
4	subheading	13	13.1	Standard Free-Energy Change Is Directly Related to the Equilibrium Constant	467	469	503	1710	1717
4	subheading	13	13.1	Actual Free-Energy Changes Depend on Reactant and Product Concentrations	469	470	505	1718	1721
4	subheading	13	13.1	Standard Free-Energy Changes Are Additive	470	471	506	1722	1727
3	section	13	13.2	13.2 Chemical Logic and Common Biochemical Reactions	472	478	508	1728	1753
4	subheading	13	13.2	Biochemical Reactions Occur in Repeating Patterns	472	477	508	1729	1749
4	subheading	13	13.2	Biochemical and Chemical Equations Are Not Identical	477	478	513	1750	1753
3	section	13	13.3	13.3 Phosphoryl Group Transfers and ATP	478	488	514	1754	1787
4	subheading	13	13.3	The Free-Energy Change for ATP Hydrolysis Is Large and Negative	478	479	514	1755	1760
4	subheading	13	13.3	Other Phosphorylated Compounds and Thioesters Also Have Large, Negative Free Energies of Hydrolysis	480	482	516	1761	1767
4	subheading	13	13.3	ATP Provides Energy by Group Transfers, Not by Simple Hydrolysis	482	484	518	1768	1773
4	subheading	13	13.3	ATP Donates Phosphoryl, Pyrophosphoryl, and Adenylyl Groups	484	486	520	1774	1780
4	subheading	13	13.3	Assembly of Informational Macromolecules Requires Energy	486	486	522	1781	1782
4	subheading	13	13.3	Transphosphorylations between Nucleotides Occur in All Cell Types	487	488	523	1783	1787
3	section	13	13.4	13.4 Biological Oxidation-Reduction Reactions	488	496	524	1788	1820
4	subheading	13	13.4	The Flow of Electrons Can Do Biological Work	488	488	524	1789	1789
4	subheading	13	13.4	Oxidation-Reductions Can Be Described as Half-Reactions	488	488	524	1790	1791
4	subheading	13	13.4	Biological Oxidations Often Involve Dehydrogenation	489	490	525	1792	1796
4	subheading	13	13.4	Reduction Potentials Measure Affinity for Electrons	490	490	526	1797	1801
4	subheading	13	13.4	Standard Reduction Potentials Can Be Used to Calculate Free-Energy Change	491	491	527	1802	1804
4	subheading	13	13.4	A Few Types of Coenzymes and Proteins Serve as Universal Electron Carriers	492	494	528	1805	1811
4	subheading	13	13.4	NAD Has Important Functions in Addition to Electron Transfer	494	495	530	1812	1815
4	subheading	13	13.4	Flavin Nucleotides Are Tightly Bound in Flavoproteins	495	496	531	1816	1820
3	section	13	13.5	13.5 Regulation of Metabolic Pathways	497	503	533	1821	1837
4	subheading	13	13.5	Cells and Organisms Maintain a Dynamic Steady State	497	497	533	1822	1823
4	subheading	13	13.5	Both the Amount and the Catalytic Activity of an Enzyme Can Be Regulated	498	500	534	1824	1830
4	subheading	13	13.5	Reactions Far from Equilibrium in Cells Are Common Points of Regulation	500	501	536	1831	1833
4	subheading	13	13.5	Adenine Nucleotides Play Special Roles in Metabolic Regulation	502	503	538	1834	1837
3	subheading	13	13.5	Chapter Review	503	510	539	1838	1865
4	subheading	13	13.5	Key Terms	503	504	539	1838	1839
4	subheading	13	13.5	Problems	504	510	540	1840	1865
2	chapter	14		Chapter 14 Glycolysis, Gluconeogenesis, and the Pentose Phosphate Pathway	510	556	546	1866	2026
3	section	14	14.1	14.1 Glycolysis	511	521	547	1871	1906
4	subheading	14	14.1	An Overview: Glycolysis Has Two Phases	512	514	548	1872	1880
4	subheading	14	14.1	The Preparatory Phase of Glycolysis Requires ATP	514	517	550	1881	1892
4	subheading	14	14.1	The Payoff Phase of Glycolysis Yields ATP and NADH	518	521	554	1893	1903
4	subheading	14	14.1	The Overall Balance Sheet Shows a Net Gain of Two ATP and Two NADH Per Glucose	521	521	557	1904	1906
3	section	14	14.2	14.2 Feeder Pathways for Glycolysis	522	525	558	1907	1919
4	subheading	14	14.2	Endogenous Glycogen and Starch Are Degraded by Phosphorolysis	522	522	558	1908	1909
4	subheading	14	14.2	Dietary Polysaccharides and Disaccharides Undergo Hydrolysis to Monosaccharides	523	525	559	1910	1919
3	section	14	14.3	14.3 Fates of Pyruvate	525	532	561	1920	1945
4	subheading	14	14.3	The Pasteur and Warburg Effects Are Due to Dependence on Glycolysis Alone for ATP Production	526	527	562	1922	1928
4	subheading	14	14.3	Pyruvate Is the Terminal Electron Acceptor in Lactic Acid Fermentation	528	529	564	1929	1934
4	subheading	14	14.3	Ethanol Is the Reduced Product in Ethanol Fermentation	529	531	565	1935	1939
4	subheading	14	14.3	Fermentations Produce Some Common Foods and Industrial Chemicals	531	532	567	1940	1945
3	section	14	14.4	14.4 Gluconeogenesis	533	538	569	1946	1961
4	subheading	14	14.4	The First Bypass: Conversion of Pyruvate to Phosphoenolpyruvate Requires Two Exergonic Reactions	533	534	569	1950	1955
4	subheading	14	14.4	The Second and Third Bypasses Are Simple Dephosphorylations by Phosphatases	534	534	570	1956	1956
4	subheading	14	14.4	Gluconeogenesis Is Energetically Expensive, But Essential	537	538	573	1957	1958
4	subheading	14	14.4	Mammals Cannot Convert Fatty Acids to Glucose; Plants and Microorganisms Can	538	538	574	1959	1961
3	section	14	14.5	14.5 Coordinated Regulation of Glycolysis and Gluconeogenesis	539	546	575	1962	1987
4	subheading	14	14.5	Hexokinase Isozymes Are Affected Differently by Their Product, Glucose 6-Phosphate	539	540	575	1963	1968
4	subheading	14	14.5	Phosphofructokinase-1 and Fructose 1,6-Bisphosphatase Are Reciprocally Regulated	540	542	576	1969	1972
4	subheading	14	14.5	Fructose 2,6-Bisphosphate Is a Potent Allosteric Regulator of PFK-1 and FBPase-1	542	543	578	1973	1976
4	subheading	14	14.5	Xylulose 5-Phosphate Is a Key Regulator of Carbohydrate and Fat Metabolism	543	543	579	1977	1977
4	subheading	14	14.5	The Glycolytic Enzyme Pyruvate Kinase Is Allosterically Inhibited by ATP	544	544	580	1978	1978
4	subheading	14	14.5	Conversion of Pyruvate to Phosphoenolpyruvate Is Stimulated When Fatty Acids Are Available	544	544	580	1979	1981
4	subheading	14	14.5	Transcriptional Regulation Changes the Number of Enzyme Molecules	545	546	581	1982	1987
3	section	14	14.6	14.6 Pentose Phosphate Pathway of Glucose Oxidation	546	551	582	1988	2005
4	subheading	14	14.6	The Oxidative Phase Produces NADPH and Pentose Phosphates	546	547	582	1993	1994
4	subheading	14	14.6	The Nonoxidative Phase Recycles Pentose Phosphates to Glucose 6-Phosphate	547	547	583	1995	2001
4	subheading	14	14.6	Glucose 6-Phosphate Is Partitioned between Glycolysis and the Pentose Phosphate Pathway	550	551	586	2002	2003
4	subheading	14	14.6	Thiamine Deficiency Causes Beriberi and Wernicke-Korsakoff Syndrome	551	551	587	2004	2005
3	subheading	14	14.6	Chapter Review	552	556	588	2006	2026
4	subheading	14	14.6	Key Terms	552	552	588	2006	2006
4	subheading	14	14.6	Problems	552	556	588	2007	2026
2	chapter	15		Chapter 15 The Metabolism of Glycogen in Animals	556	574	592	2027	2084
3	section	15	15.1	15.1 The Structure and Function of Glycogen	557	558	593	2030	2035
4	subheading	15	15.1	Vertebrate Animals Require a Ready Fuel Source for Brain and Muscle	557	557	593	2030	2030
4	subheading	15	15.1	Glycogen Granules Have Many Tiers of Branched Chains of d-Glucose	557	558	593	2031	2035
3	section	15	15.2	15.2 Breakdown and Synthesis of Glycogen	558	564	594	2036	2055
4	subheading	15	15.2	Glycogen Breakdown Is Catalyzed by Glycogen Phosphorylase	558	558	594	2036	2038
4	subheading	15	15.2	Glucose 1-Phosphate Can Enter Glycolysis or, in Liver, Replenish Blood Glucose	559	561	595	2039	2045
4	subheading	15	15.2	The Sugar Nucleotide UDP-Glucose Donates Glucose for Glycogen Synthesis	562	563	598	2046	2051
4	subheading	15	15.2	Glycogenin Primes the Initial Sugar Residues in Glycogen	563	564	599	2052	2055
3	section	15	15.3	15.3 Coordinated Regulation of Glycogen Breakdown and Synthesis	565	571	601	2056	2073
4	subheading	15	15.3	Glycogen Phosphorylase Is Regulated by Hormone-Stimulated Phosphorylation and by Allosteric Effectors	565	566	601	2056	2061
4	subheading	15	15.3	Glycogen Synthase Also Is Subject to Multiple Levels of Regulation	567	569	603	2062	2066
4	subheading	15	15.3	Allosteric and Hormonal Signals Coordinate Carbohydrate Metabolism Globally	569	570	605	2067	2070
4	subheading	15	15.3	Carbohydrate and Lipid Metabolism Are Integrated by Hormonal and Allosteric Mechanisms	570	571	606	2071	2073
3	subheading	15	15.3	Chapter Review	571	574	607	2074	2084
4	subheading	15	15.3	Key Terms	571	571	607	2074	2074
4	subheading	15	15.3	Problems	571	574	607	2075	2084
2	chapter	16		Chapter 16 The Citric Acid Cycle	574	601	610	2085	2178
3	section	16	16.1	16.1 Production of Acetyl-CoA (Activated Acetate)	575	578	611	2091	2102
4	subheading	16	16.1	Pyruvate Is Oxidized to Acetyl-CoA and CO2	576	576	612	2092	2093
4	subheading	16	16.1	The PDH Complex Employs Three Enzymes and Five Coenzymes to Oxidize Pyruvate	576	576	612	2094	2097
4	subheading	16	16.1	The PDH Complex Channels Its Intermediates through Five Reactions	577	578	613	2098	2102
3	section	16	16.2	16.2 Reactions of the Citric Acid Cycle	578	589	614	2103	2133
4	subheading	16	16.2	The Sequence of Reactions in the Citric Acid Cycle Makes Chemical Sense	579	580	615	2105	2106
4	subheading	16	16.2	The Citric Acid Cycle Has Eight Steps	580	587	616	2107	2128
4	subheading	16	16.2	The Energy of Oxidations in the Cycle Is Efficiently Conserved	587	589	623	2129	2133
3	section	16	16.3	16.3 The Hub of Intermediary Metabolism	590	592	626	2134	2142
4	subheading	16	16.3	The Citric Acid Cycle Serves in Both Catabolic and Anabolic Processes	590	590	626	2134	2134
4	subheading	16	16.3	Anaplerotic Reactions Replenish Citric Acid Cycle Intermediates	590	590	626	2135	2136
4	subheading	16	16.3	Biotin in Pyruvate Carboxylase Carries One-Carbon (CO2) Groups	590	592	626	2137	2142
3	section	16	16.4	16.4 Regulation of the Citric Acid Cycle	593	596	629	2143	2156
4	subheading	16	16.4	Production of Acetyl-CoA by the PDH Complex Is Regulated by Allosteric and Covalent Mechanisms	593	594	629	2143	2147
4	subheading	16	16.4	The Citric Acid Cycle Is Also Regulated at Three Exergonic Steps	594	594	630	2148	2148
4	subheading	16	16.4	Citric Acid Cycle Activity Changes in Tumors	594	595	630	2149	2152
4	subheading	16	16.4	Certain Intermediates Are Channeled through Metabolons	595	596	631	2153	2156
3	subheading	16	16.4	Chapter Review	596	601	632	2157	2178
4	subheading	16	16.4	Key Terms	596	596	632	2157	2157
4	subheading	16	16.4	Problems	597	601	633	2158	2178
2	chapter	17		Chapter 17 Fatty Acid Catabolism	602	624	638	2179	2260
3	section	17	17.1	17.1 Digestion, Mobilization, and Transport of Fats	603	606	639	2183	2197
4	subheading	17	17.1	Dietary Fats Are Absorbed in the Small Intestine	603	603	639	2183	2186
4	subheading	17	17.1	Hormones Trigger Mobilization of Stored Triacylglycerols	604	604	640	2187	2191
4	subheading	17	17.1	Fatty Acids Are Activated and Transported into Mitochondria	605	606	641	2192	2197
3	section	17	17.2	17.2 Oxidation of Fatty Acids	607	618	643	2198	2240
4	subheading	17	17.2	The β Oxidation of Saturated Fatty Acids Has Four Basic Steps	607	608	643	2201	2206
4	subheading	17	17.2	The Four β-Oxidation Steps Are Repeated to Yield Acetyl-CoA and ATP	608	610	644	2207	2210
4	subheading	17	17.2	Acetyl-CoA Can Be Further Oxidized in the Citric Acid Cycle	610	611	646	2211	2212
4	subheading	17	17.2	Oxidation of Unsaturated Fatty Acids Requires Two Additional Reactions	611	612	647	2213	2217
4	subheading	17	17.2	Complete Oxidation of Odd-Number Fatty Acids Requires Three Extra Reactions	612	613	648	2218	2226
4	subheading	17	17.2	Fatty Acid Oxidation Is Tightly Regulated	613	613	649	2227	2229
4	subheading	17	17.2	Transcription Factors Turn on the Synthesis of Proteins for Lipid Catabolism	614	614	650	2230	2230
4	subheading	17	17.2	Genetic Defects in Fatty Acyl–CoA Dehydrogenases Cause Serious Disease	615	615	651	2231	2232
4	subheading	17	17.2	Peroxisomes Also Carry Out β Oxidation	616	617	652	2233	2235
4	subheading	17	17.2	Phytanic Acid Undergoes α Oxidation in Peroxisomes	617	618	653	2236	2240
3	section	17	17.3	17.3 Ketone Bodies	618	620	654	2241	2249
4	subheading	17	17.3	Ketone Bodies, Formed in the Liver, Are Exported to Other Organs as Fuel	619	619	655	2242	2245
4	subheading	17	17.3	Ketone Bodies Are Overproduced in Diabetes and during Starvation	620	620	656	2246	2249
3	subheading	17	17.3	Chapter Review	621	624	657	2250	2260
4	subheading	17	17.3	Key Terms	621	621	657	2250	2250
4	subheading	17	17.3	Problems	621	624	657	2251	2260
2	chapter	18		Chapter 18 Amino Acid Oxidation and the Production of Urea	625	657	661	2261	2362
3	section	18	18.1	18.1 Metabolic Fates of Amino Groups	627	634	663	2266	2289
4	subheading	18	18.1	Dietary Protein Is Enzymatically Degraded to Amino Acids	627	628	663	2268	2272
4	subheading	18	18.1	Pyridoxal Phosphate Participates in the Transfer of α-Amino Groups to α-Ketoglutarate	629	630	665	2273	2278
4	subheading	18	18.1	Glutamate Releases Its Amino Group as Ammonia in the Liver	630	631	666	2279	2281
4	subheading	18	18.1	Glutamine Transports Ammonia in the Bloodstream	631	632	667	2282	2284
4	subheading	18	18.1	Alanine Transports Ammonia from Skeletal Muscles to the Liver	632	632	668	2285	2286
4	subheading	18	18.1	Ammonia Is Toxic to Animals	633	634	669	2287	2289
3	section	18	18.2	18.2 Nitrogen Excretion and the Urea Cycle	634	640	670	2290	2308
4	subheading	18	18.2	Urea Is Produced from Ammonia in Five Enzymatic Steps	635	636	671	2292	2294
4	subheading	18	18.2	The Citric Acid and Urea Cycles Can Be Linked	636	637	672	2295	2298
4	subheading	18	18.2	The Activity of the Urea Cycle Is Regulated at Two Levels	637	637	673	2299	2300
4	subheading	18	18.2	Pathway Interconnections Reduce the Energetic Cost of Urea Synthesis	638	638	674	2301	2301
4	subheading	18	18.2	Genetic Defects in the Urea Cycle Can Be Life-Threatening	638	640	674	2302	2308
3	section	18	18.3	18.3 Pathways of Amino Acid Degradation	640	654	676	2309	2344
4	subheading	18	18.3	Some Amino Acids Can Contribute to Gluconeogenesis, Others to Ketone Body Formation	640	640	676	2311	2311
4	subheading	18	18.3	Several Enzyme Cofactors Play Important Roles in Amino Acid Catabolism	641	643	677	2312	2317
4	subheading	18	18.3	Six Amino Acids Are Degraded to Pyruvate	643	646	679	2318	2324
4	subheading	18	18.3	Seven Amino Acids Are Degraded to Acetyl-CoA	647	648	683	2325	2328
4	subheading	18	18.3	Phenylalanine Catabolism Is Genetically Defective in Some People	648	649	684	2329	2332
4	subheading	18	18.3	Five Amino Acids Are Converted to -Ketoglutarate	650	650	686	2333	2334
4	subheading	18	18.3	Four Amino Acids Are Converted to Succinyl-CoA	651	652	687	2335	2337
4	subheading	18	18.3	Branched-Chain Amino Acids Are Not Degraded in the Liver	652	653	688	2338	2339
4	subheading	18	18.3	Asparagine and Aspartate Are Degraded to Oxaloacetate	653	654	689	2340	2344
3	subheading	18	18.3	Chapter Review	654	657	690	2345	2362
4	subheading	18	18.3	Key Terms	654	654	690	2345	2345
4	subheading	18	18.3	Problems	655	657	691	2346	2362
2	chapter	19		Chapter 19 Oxidative Phosphorylation	658	700	694	2363	2493
3	section	19	19.1	19.1 The Mitochondrial Respiratory Chain	660	674	696	2368	2407
4	subheading	19	19.1	Electrons Are Funneled to Universal Electron Acceptors	662	662	698	2371	2372
4	subheading	19	19.1	Electrons Pass through a Series of Membrane-Bound Carriers	662	664	698	2373	2378
4	subheading	19	19.1	Electron Carriers Function in Multienzyme Complexes	664	670	700	2379	2394
4	subheading	19	19.1	Mitochondrial Complexes Associate in Respirasomes	671	671	707	2395	2397
4	subheading	19	19.1	Other Pathways Donate Electrons to the Respiratory Chain via Ubiquinone	671	671	707	2398	2398
4	subheading	19	19.1	The Energy of Electron Transfer Is Efficiently Conserved in a Proton Gradient	672	673	708	2399	2403
4	subheading	19	19.1	Reactive Oxygen Species Are Generated during Oxidative Phosphorylation	674	674	710	2404	2407
3	section	19	19.2	19.2 ATP Synthesis	675	686	711	2408	2447
4	subheading	19	19.2	In the Chemiosmotic Model, Oxidation and Phosphorylation Are Obligately Coupled	675	677	711	2408	2415
4	subheading	19	19.2	ATP Synthase Has Two Functional Domains, F[0] and F[1]	677	677	713	2416	2416
4	subheading	19	19.2	ATP Is Stabilized Relative to ADP on the Surface of F[1]	677	678	713	2417	2419
4	subheading	19	19.2	The Proton Gradient Drives the Release of ATP from the Enzyme Surface	678	678	714	2420	2421
4	subheading	19	19.2	Each β Subunit of ATP Synthase Can Assume Three Different Conformations	678	679	714	2422	2425
4	subheading	19	19.2	Rotational Catalysis Is Key to the Binding-Change Mechanism for ATP Synthesis	679	681	715	2426	2434
4	subheading	19	19.2	Chemiosmotic Coupling Allows Nonintegral Stoichiometries of O[2] Consumption and ATP Synthesis	682	683	718	2435	2437
4	subheading	19	19.2	The Proton-Motive Force Energizes Active Transport	683	683	719	2438	2440
4	subheading	19	19.2	Shuttle Systems Indirectly Convey Cytosolic NADH into Mitochondria for Oxidation	683	686	719	2441	2447
3	section	19	19.3	19.3 Regulation of Oxidative Phosphorylation	686	689	722	2448	2457
4	subheading	19	19.3	Oxidative Phosphorylation Is Regulated by Cellular Energy Needs	686	686	722	2449	2449
4	subheading	19	19.3	An Inhibitory Protein Prevents ATP Hydrolysis during Hypoxia	687	687	723	2450	2451
4	subheading	19	19.3	Hypoxia Leads to ROS Production and Several Adaptive Responses	687	688	723	2452	2453
4	subheading	19	19.3	ATP-Producing Pathways Are Coordinately Regulated	688	689	724	2454	2457
3	section	19	19.4	19.4 Mitochondria in Thermogenesis, Steroid Synthesis, and Apoptosis	689	691	725	2458	2466
4	subheading	19	19.4	Uncoupled Mitochondria in Brown Adipose Tissue Produce Heat	689	690	725	2458	2459
4	subheading	19	19.4	Mitochondrial P-450 Monooxygenases Catalyze Steroid Hydroxylations	690	690	726	2460	2462
4	subheading	19	19.4	Mitochondria Are Central to the Initiation of Apoptosis	690	691	726	2463	2466
3	section	19	19.5	19.5 Mitochondrial Genes: Their Origin and the Effects of Mutations	692	696	728	2467	2480
4	subheading	19	19.5	Mitochondria Evolved from Endosymbiotic Bacteria	692	692	728	2469	2470
4	subheading	19	19.5	Mutations in Mitochondrial DNA Accumulate throughout the Life of the Organism	693	694	729	2471	2473
4	subheading	19	19.5	Some Mutations in Mitochondrial Genomes Cause Disease	694	695	730	2474	2476
4	subheading	19	19.5	A Rare Form of Diabetes Results from Defects in the Mitochondria of Pancreatic β Cells	695	696	731	2477	2480
3	subheading	19	19.5	Chapter Review	696	700	732	2481	2493
4	subheading	19	19.5	Key Terms	696	696	732	2481	2481
4	subheading	19	19.5	Problems	697	700	733	2482	2493
2	chapter	20		Chapter 20 Photosynthesis and Carbohydrate Synthesis in Plants	700	744	736	2494	2645
3	section	20	20.1	20.1 Light Absorption	701	707	737	2498	2519
4	subheading	20	20.1	Chloroplasts Are the Site of Light-Driven Electron Flow and Photosynthesis in Plants	701	703	737	2500	2507
4	subheading	20	20.1	Chlorophylls Absorb Light Energy for Photosynthesis	704	705	740	2508	2512
4	subheading	20	20.1	Chlorophylls Funnel Absorbed Energy to Reaction Centers by Exciton Transfer	706	707	742	2513	2519
